OrderID,ProductName,BOMLineNo,PartName,MaterialSpec,Qty,Unit,Notes
153,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,338,pieces,2 end caps per roller
153,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,338,pieces,2 bearings per roller
153,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
153,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
154,VITON Heat Press Roller,1,Roller Core (Shaft),Stainless Steel (Heat-Resist),28,piece,Inner diameter ~ 27.0mm; length ~ 445.0mm
154,VITON Heat Press Roller,2,VITON Rubber Compound,Hardness ~ 67 Shore A,20.04,kg,Ring volume calculation for rubber cover
154,VITON Heat Press Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2100.0,ml,Estimated usage scaled by quantity
154,VITON Heat Press Roller,4,End Caps (if applicable),Steel or Aluminum,56,pieces,2 end caps per roller
154,VITON Heat Press Roller,5,Bearings,Ball/Tapered Roller Bearing,56,pieces,2 bearings per roller
154,VITON Heat Press Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
154,VITON Heat Press Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
155,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,77,piece,Inner diameter ~ 33.0mm; length ~ 504.0mm
155,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 58 Shore A,38.88,kg,Ring volume calculation for rubber cover
155,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2310.0,ml,Estimated usage scaled by quantity
155,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,154,pieces,2 end caps per roller
155,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,154,pieces,2 bearings per roller
155,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
155,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
156,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),43,piece,Inner diameter ~ 22.0mm; length ~ 526.0mm
156,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 30 Shore A,17.31,kg,Ring volume calculation for rubber cover
156,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2365.0,ml,Estimated usage scaled by quantity
156,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,86,pieces,2 end caps per roller
156,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,86,pieces,2 bearings per roller
156,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
156,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
157,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,76,piece,Inner diameter ~ 40.0mm; length ~ 564.0mm
157,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 51 Shore A,5.8,kg,Ring volume calculation for rubber cover
157,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2280.0,ml,Estimated usage scaled by quantity
157,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,152,pieces,2 end caps per roller
157,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,152,pieces,2 bearings per roller
157,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
157,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
158,Custom Rubber Roller,1,Roller Core (Shaft),Generic Steel (Custom),20,piece,Inner diameter ~ 30.0mm; length ~ 709.0mm
158,Custom Rubber Roller,2,Custom Rubber Compound,Hardness ~ 63 Shore A,7.27,kg,Ring volume calculation for rubber cover
158,Custom Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1000.0,ml,Estimated usage scaled by quantity
158,Custom Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,40,pieces,2 end caps per roller
158,Custom Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,40,pieces,2 bearings per roller
158,Custom Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
158,Custom Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
159,Flexo Printing Roller,1,Roller Core (Shaft),Alloy Steel (Flexo),153,piece,Inner diameter ~ 26.0mm; length ~ 704.0mm
159,Flexo Printing Roller,2,Flexo Rubber Compound,Hardness ~ 33 Shore A,54.8,kg,Ring volume calculation for rubber cover
159,Flexo Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8415.0,ml,Estimated usage scaled by quantity
159,Flexo Printing Roller,4,End Caps (if applicable),Steel or Aluminum,306,pieces,2 end caps per roller
159,Flexo Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,306,pieces,2 bearings per roller
159,Flexo Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
159,Flexo Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
160,Anti-Static Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Anti-Static),185,piece,Inner diameter ~ 21.0mm; length ~ 505.0mm
160,Anti-Static Silicone Roller,2,Anti-Static Silicone Cover,Hardness ~ 51 Shore A,122.04,kg,Ring volume calculation for rubber cover
160,Anti-Static Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8325.0,ml,Estimated usage scaled by quantity
160,Anti-Static Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,370,pieces,2 end caps per roller
160,Anti-Static Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,370,pieces,2 bearings per roller
160,Anti-Static Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
160,Anti-Static Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
161,IIR Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),83,piece,Inner diameter ~ 22.0mm; length ~ 403.0mm
161,IIR Rubber Dust Collection Roller,2,IIR Rubber Cover,Hardness ~ 33 Shore A,13.11,kg,Ring volume calculation for rubber cover
161,IIR Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3320.0,ml,Estimated usage scaled by quantity
161,IIR Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,166,pieces,2 end caps per roller
161,IIR Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,166,pieces,2 bearings per roller
161,IIR Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
161,IIR Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
162,IIR Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),49,piece,Inner diameter ~ 24.0mm; length ~ 526.0mm
162,IIR Rubber Dust Collection Roller,2,IIR Rubber Cover,Hardness ~ 38 Shore A,15.77,kg,Ring volume calculation for rubber cover
162,IIR Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1960.0,ml,Estimated usage scaled by quantity
162,IIR Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,98,pieces,2 end caps per roller
162,IIR Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,98,pieces,2 bearings per roller
162,IIR Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
162,IIR Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
163,Manual Adhesive Roller,1,Roller Core (Shaft),Aluminum (Manual Roller),85,piece,Inner diameter ~ 21.0mm; length ~ 312.0mm
163,Manual Adhesive Roller,2,Adhesive Roller Cover,Hardness ~ 33 Shore A,28.93,kg,Ring volume calculation for rubber cover
163,Manual Adhesive Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3400.0,ml,Estimated usage scaled by quantity
163,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,170,pieces,2 end caps per roller
163,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,170,pieces,2 bearings per roller
163,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
163,Manual Adhesive Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
164,Synthetic Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),37,piece,Inner diameter ~ 18.0mm; length ~ 502.0mm
164,Synthetic Rubber Dust Collection Roller,2,Synthetic Dust Cover,Hardness ~ 41 Shore A,6.06,kg,Ring volume calculation for rubber cover
164,Synthetic Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1665.0,ml,Estimated usage scaled by quantity
164,Synthetic Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,74,pieces,2 end caps per roller
164,Synthetic Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,74,pieces,2 bearings per roller
164,Synthetic Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
164,Synthetic Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
165,PU Coating Roller,1,Roller Core (Shaft),Carbon Steel (PU Coating),72,piece,Inner diameter ~ 30.0mm; length ~ 562.0mm
165,PU Coating Roller,2,PU Cover Compound,Hardness ~ 70 Shore A,34.32,kg,Ring volume calculation for rubber cover
165,PU Coating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4680.0,ml,Estimated usage scaled by quantity
165,PU Coating Roller,4,End Caps (if applicable),Steel or Aluminum,144,pieces,2 end caps per roller
165,PU Coating Roller,5,Bearings,Ball/Tapered Roller Bearing,144,pieces,2 bearings per roller
165,PU Coating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
165,PU Coating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
166,VITON Heat Press Roller,1,Roller Core (Shaft),Stainless Steel (Heat-Resist),165,piece,Inner diameter ~ 20.0mm; length ~ 781.0mm
166,VITON Heat Press Roller,2,VITON Rubber Compound,Hardness ~ 66 Shore A,127.49,kg,Ring volume calculation for rubber cover
166,VITON Heat Press Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,12375.0,ml,Estimated usage scaled by quantity
166,VITON Heat Press Roller,4,End Caps (if applicable),Steel or Aluminum,330,pieces,2 end caps per roller
166,VITON Heat Press Roller,5,Bearings,Ball/Tapered Roller Bearing,330,pieces,2 bearings per roller
166,VITON Heat Press Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
166,VITON Heat Press Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
167,PU Coating Roller,1,Roller Core (Shaft),Carbon Steel (PU Coating),97,piece,Inner diameter ~ 26.0mm; length ~ 820.0mm
167,PU Coating Roller,2,PU Cover Compound,Hardness ~ 63 Shore A,174.92,kg,Ring volume calculation for rubber cover
167,PU Coating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6305.0,ml,Estimated usage scaled by quantity
167,PU Coating Roller,4,End Caps (if applicable),Steel or Aluminum,194,pieces,2 end caps per roller
167,PU Coating Roller,5,Bearings,Ball/Tapered Roller Bearing,194,pieces,2 bearings per roller
167,PU Coating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
167,PU Coating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
168,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),155,piece,Inner diameter ~ 23.0mm; length ~ 521.0mm
168,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 31 Shore A,28.24,kg,Ring volume calculation for rubber cover
168,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8525.0,ml,Estimated usage scaled by quantity
168,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,310,pieces,2 end caps per roller
168,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,310,pieces,2 bearings per roller
168,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
168,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
169,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),78,piece,Inner diameter ~ 22.0mm; length ~ 593.0mm
169,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 25 Shore A,38.58,kg,Ring volume calculation for rubber cover
169,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4290.0,ml,Estimated usage scaled by quantity
169,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,156,pieces,2 end caps per roller
169,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,156,pieces,2 bearings per roller
169,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
169,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
170,Custom Rubber Roller,1,Roller Core (Shaft),Generic Steel (Custom),142,piece,Inner diameter ~ 26.0mm; length ~ 833.0mm
170,Custom Rubber Roller,2,Custom Rubber Compound,Hardness ~ 57 Shore A,121.29,kg,Ring volume calculation for rubber cover
170,Custom Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7100.0,ml,Estimated usage scaled by quantity
170,Custom Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,284,pieces,2 end caps per roller
170,Custom Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,284,pieces,2 bearings per roller
170,Custom Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
170,Custom Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
171,Synthetic Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),113,piece,Inner diameter ~ 22.0mm; length ~ 680.0mm
171,Synthetic Rubber Dust Collection Roller,2,Synthetic Dust Cover,Hardness ~ 39 Shore A,33.97,kg,Ring volume calculation for rubber cover
171,Synthetic Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5085.0,ml,Estimated usage scaled by quantity
171,Synthetic Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,226,pieces,2 end caps per roller
171,Synthetic Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,226,pieces,2 bearings per roller
171,Synthetic Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
171,Synthetic Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
172,Flexo Printing Roller,1,Roller Core (Shaft),Alloy Steel (Flexo),185,piece,Inner diameter ~ 24.0mm; length ~ 873.0mm
172,Flexo Printing Roller,2,Flexo Rubber Compound,Hardness ~ 31 Shore A,76.78,kg,Ring volume calculation for rubber cover
172,Flexo Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,10175.0,ml,Estimated usage scaled by quantity
172,Flexo Printing Roller,4,End Caps (if applicable),Steel or Aluminum,370,pieces,2 end caps per roller
172,Flexo Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,370,pieces,2 bearings per roller
172,Flexo Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
172,Flexo Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
173,Offset Printing Rubber Roller,1,Roller Core (Shaft),Alloy Steel (Offset Printing),54,piece,Inner diameter ~ 25.0mm; length ~ 577.0mm
173,Offset Printing Rubber Roller,2,Printing Rubber Compound,Hardness ~ 35 Shore A,27.44,kg,Ring volume calculation for rubber cover
173,Offset Printing Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2700.0,ml,Estimated usage scaled by quantity
173,Offset Printing Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,108,pieces,2 end caps per roller
173,Offset Printing Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,108,pieces,2 bearings per roller
173,Offset Printing Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
173,Offset Printing Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
174,PCB Lamination Roller,1,Roller Core (Shaft),Stainless Steel (PCB Grade),128,piece,Inner diameter ~ 31.0mm; length ~ 481.0mm
174,PCB Lamination Roller,2,PCB Lamination Compound,Hardness ~ 65 Shore A,67.02,kg,Ring volume calculation for rubber cover
174,PCB Lamination Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7680.0,ml,Estimated usage scaled by quantity
174,PCB Lamination Roller,4,End Caps (if applicable),Steel or Aluminum,256,pieces,2 end caps per roller
174,PCB Lamination Roller,5,Bearings,Ball/Tapered Roller Bearing,256,pieces,2 bearings per roller
174,PCB Lamination Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
174,PCB Lamination Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
175,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),61,piece,Inner diameter ~ 20.0mm; length ~ 569.0mm
175,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 31 Shore A,26.99,kg,Ring volume calculation for rubber cover
